SID,Name,Genus,Common,Length,Colour,Horns,Flight,Activity,Similar,Distribution,minor,Roller,Recent,Anatomy_img1_caption,Anatomy_img2_caption,Other_notes
1,Sisyphus rubrus,Sisyphus,,6–8 mm,light–medium brown w/ long thin legs,none,day,spring to autumn,S. spinipes (p. 5) is larger and darker. The inside edge of hind femur is rounded in male S. rubrus and angled in male S. spinipes.,,,yes,,,,
